產品區域碼,月份,品名,地區,均價,均量
0,1,椰子,台北二,11.34,1270.26
0,2,椰子,台北二,14.16,1320.04
0,3,椰子,台北二,13.91,1731.82
0,4,椰子,台北二,16.34,2428.21
0,5,椰子,台北二,16.26,3018.37
0,6,椰子,台北二,28.2,2429.69
0,7,椰子,台北二,20.65,2752.03
0,8,椰子,台北二,38.63,1755.92
0,9,椰子,台北二,29.02,1309.31
0,10,椰子,台北二,23.73,1016.54
0,11,椰子,台北二,14.82,1000.64
0,12,椰子,台北二,11.34,896.3
1,1,棗子,台北二,63.99,16434.19
1,2,棗子,台北二,42.85,29186.58
1,3,棗子,台北二,60.2,6187.65
1,4,棗子,台北二,68.93,306.55
1,11,棗子,台北二,57.47,313.38
1,12,棗子,台北二,78.91,3702.04
2,1,釋迦,台北二,71.02,1904.35
2,2,釋迦,台北二,84.04,1730.23
2,3,釋迦,台北二,100.43,1075.33
2,4,釋迦,台北二,139.36,449.13
2,5,釋迦,台北二,155.76,212.33
2,6,釋迦,台北二,151.67,163.33
2,7,釋迦,台北二,98.67,1437.56
2,8,釋迦,台北二,69.83,3472.89
2,9,釋迦,台北二,83.38,1308.14
2,10,釋迦,台北二,89.7,1095.08
2,11,釋迦,台北二,86.91,1173.32
2,12,釋迦,台北二,78.41,1722.63
3,1,草莓,台北二,274.07,919.04
3,2,草莓,台北二,278.18,2231.67
3,3,草莓,台北二,254.43,866.31
3,4,草莓,台北二,241.62,405.12
3,5,草莓,台北二,186.25,141.17
3,6,草莓,台北二,255.25,87.73
3,7,草莓,台北二,224.05,64.67
3,8,草莓,台北二,222.2,63.2
3,9,草莓,台北二,222.21,38.5
3,10,草莓,台北二,217.88,63.11
3,11,草莓,台北二,218.63,283.76
3,12,草莓,台北二,292.2,946.1
4,1,百香果,台北二,36.93,1379.02
4,2,百香果,台北二,52.39,462.3
4,3,百香果,台北二,82.91,171.24
4,4,百香果,台北二,109.41,260.58
4,5,百香果,台北二,92.28,970.84
4,6,百香果,台北二,67.08,1460.67
4,7,百香果,台北二,53.62,3352.02
4,8,百香果,台北二,57.65,4170.7
4,9,百香果,台北二,59.42,3846.81
4,10,百香果,台北二,60.21,3046.34
4,11,百香果,台北二,50.57,2349.94
4,12,百香果,台北二,39.53,1687.17
5,1,小番茄,台北二,51.3,4686.5
5,2,小番茄,台北二,45.4,4105.56
5,3,小番茄,台北二,56.61,4378.22
5,4,小番茄,台北二,55.73,3092.43
5,5,小番茄,台北二,75.24,1508.1
5,6,小番茄,台北二,102.14,841.78
5,7,小番茄,台北二,140.28,644.82
5,8,小番茄,台北二,115.43,618.92
5,9,小番茄,台北二,127.84,696.08
5,10,小番茄,台北二,134.3,789.03
5,11,小番茄,台北二,90.5,2391.13
5,12,小番茄,台北二,79.15,3381.35
6,1,火龍果,台北二,64.01,2315.58
6,2,火龍果,台北二,76.95,3078.74
6,3,火龍果,台北二,88.55,2182.0
6,4,火龍果,台北二,94.57,2866.41
6,5,火龍果,台北二,100.65,4169.71
6,6,火龍果,台北二,51.88,14178.57
6,7,火龍果,台北二,35.46,15100.69
6,8,火龍果,台北二,35.56,18814.5
6,9,火龍果,台北二,42.3,12307.23
6,10,火龍果,台北二,36.91,13163.17
6,11,火龍果,台北二,32.65,12103.13
6,12,火龍果,台北二,56.19,4244.02
7,1,櫻桃,台北二,311.81,5994.96
7,2,櫻桃,台北二,244.11,1813.7
7,3,櫻桃,台北二,106.7,25.0
7,4,櫻桃,台北二,829.72,27.8
7,5,櫻桃,台北二,379.61,352.0
7,6,櫻桃,台北二,267.03,2238.54
7,7,櫻桃,台北二,176.4,5645.11
7,8,櫻桃,台北二,148.34,3787.04
7,9,櫻桃,台北二,118.22,1735.62
7,11,櫻桃,台北二,343.53,209.36
7,12,櫻桃,台北二,327.67,724.62
8,1,榴槤,台北二,228.95,232.5
8,2,榴槤,台北二,120.0,400.0
8,3,榴槤,台北二,114.25,603.64
8,4,榴槤,台北二,124.04,2493.53
8,5,榴槤,台北二,129.8,2361.43
8,6,榴槤,台北二,126.19,1829.71
8,7,榴槤,台北二,106.51,1447.08
8,8,榴槤,台北二,91.56,1640.0
8,9,榴槤,台北二,94.29,1374.58
8,10,榴槤,台北二,89.95,676.92
8,11,榴槤,台北二,136.48,157.78
8,12,榴槤,台北二,111.16,353.57
9,1,其他,台北二,109.47,111.65
9,2,其他,台北二,143.47,115.86
9,3,其他,台北二,93.79,142.1
9,4,其他,台北二,85.75,253.91
9,5,其他,台北二,84.41,167.75
9,6,其他,台北二,99.14,125.6
9,7,其他,台北二,115.32,365.04
9,8,其他,台北二,93.84,388.2
9,9,其他,台北二,80.28,253.4
9,10,其他,台北二,105.39,150.38
9,11,其他,台北二,137.9,96.92
9,12,其他,台北二,141.56,82.13
10,1,香蕉,台北二,38.85,3664.63
10,2,香蕉,台北二,39.31,4075.68
10,3,香蕉,台北二,39.82,4134.19
10,4,香蕉,台北二,39.49,4671.18
10,5,香蕉,台北二,38.6,4117.72
10,6,香蕉,台北二,36.0,4194.26
10,7,香蕉,台北二,29.55,3923.39
10,8,香蕉,台北二,31.89,3402.12
10,9,香蕉,台北二,33.46,3631.07
10,10,香蕉,台北二,36.9,4289.15
10,11,香蕉,台北二,36.99,4591.56
10,12,香蕉,台北二,39.62,3719.0
11,1,鳳梨,台北二,21.91,2343.58
11,2,鳳梨,台北二,21.47,9865.89
11,3,鳳梨,台北二,18.18,13339.18
11,4,鳳梨,台北二,19.78,15435.38
11,5,鳳梨,台北二,24.88,10877.29
11,6,鳳梨,台北二,25.89,9629.05
11,7,鳳梨,台北二,23.4,5112.29
11,8,鳳梨,台北二,33.71,2936.05
11,9,鳳梨,台北二,29.54,2422.22
11,10,鳳梨,台北二,20.52,3323.45
11,11,鳳梨,台北二,19.4,3299.23
11,12,鳳梨,台北二,24.64,1789.07
12,1,椪柑,台北二,186.53,3756.58
12,2,椪柑,台北二,144.44,1253.94
12,3,椪柑,台北二,296.65,256.05
12,4,椪柑,台北二,383.25,27.72
12,5,椪柑,台北二,582.19,45.31
12,6,椪柑,台北二,606.82,289.04
12,7,椪柑,台北二,483.87,175.54
12,8,椪柑,台北二,298.31,1273.0
12,9,椪柑,台北二,66.62,1916.92
12,10,椪柑,台北二,62.74,8839.69
12,11,椪柑,台北二,92.46,13374.21
12,12,椪柑,台北二,119.03,9277.42
13,1,茂谷柑,台北二,36.54,18306.41
13,2,茂谷柑,台北二,30.62,12750.12
13,3,茂谷柑,台北二,31.89,11226.74
13,4,茂谷柑,台北二,37.53,8879.57
13,5,茂谷柑,台北二,35.74,2740.96
13,6,茂谷柑,台北二,20.43,259.71
13,12,茂谷柑,台北二,29.18,2378.52
14,1,紅柑,台北二,25.97,1261.85
14,2,紅柑,台北二,26.07,467.47
14,3,紅柑,台北二,18.38,178.25
14,11,紅柑,台北二,15.3,71.0
14,12,紅柑,台北二,27.11,730.5
15,1,佛利檬,台北二,34.07,778.79
15,2,佛利檬,台北二,25.73,205.0
15,3,佛利檬,台北二,31.06,139.43
15,9,佛利檬,台北二,49.5,96.0
15,10,佛利檬,台北二,33.7,316.93
15,11,佛利檬,台北二,32.98,1534.3
15,12,佛利檬,台北二,32.25,3165.27
16,1,桶柑,台北二,24.9,17519.3
16,2,桶柑,台北二,21.35,25621.96
16,3,桶柑,台北二,17.5,13783.3
16,4,桶柑,台北二,13.51,8151.32
16,5,桶柑,台北二,9.47,345.33
16,12,桶柑,台北二,18.78,4408.62
17,1,甜橙,台北二,22.52,4240.52
17,2,甜橙,台北二,28.76,2851.06
17,3,甜橙,台北二,36.33,3325.68
17,4,甜橙,台北二,39.05,2890.94
17,5,甜橙,台北二,34.34,2848.33
17,6,甜橙,台北二,33.27,3575.14
17,7,甜橙,台北二,42.74,3714.37
17,8,甜橙,台北二,31.66,3828.71
17,9,甜橙,台北二,23.79,2161.16
17,10,甜橙,台北二,28.19,3412.77
17,11,甜橙,台北二,27.51,4406.91
17,12,甜橙,台北二,24.26,6485.08
18,1,雜柑,台北二,103.22,498.9
18,2,雜柑,台北二,101.85,594.66
18,3,雜柑,台北二,85.69,574.19
18,4,雜柑,台北二,54.5,1192.59
18,5,雜柑,台北二,25.71,1331.38
18,6,雜柑,台北二,21.98,1755.06
18,7,雜柑,台北二,25.88,2235.33
18,8,雜柑,台北二,27.14,2145.96
18,9,雜柑,台北二,29.81,1586.99
18,10,雜柑,台北二,37.91,985.23
18,11,雜柑,台北二,77.45,574.88
18,12,雜柑,台北二,109.23,447.97
19,1,黃秋葵,台北二,72.44,192.19
19,2,黃秋葵,台北二,91.14,157.54
19,3,黃秋葵,台北二,92.56,235.67
19,4,黃秋葵,台北二,69.96,584.52
19,5,黃秋葵,台北二,70.39,941.04
19,6,黃秋葵,台北二,65.73,1303.64
19,7,黃秋葵,台北二,72.96,1339.96
19,8,黃秋葵,台北二,100.6,958.5
19,9,黃秋葵,台北二,94.26,850.69
19,10,黃秋葵,台北二,70.28,960.83
19,11,黃秋葵,台北二,52.57,910.59
19,12,黃秋葵,台北二,67.54,339.69
20,1,花椰菜,台北二,23.84,6539.52
20,2,花椰菜,台北二,24.86,6283.12
20,3,花椰菜,台北二,30.32,7587.37
20,4,花椰菜,台北二,36.0,6548.12
20,5,花椰菜,台北二,48.2,2611.27
20,6,花椰菜,台北二,44.64,1516.81
20,7,花椰菜,台北二,47.32,1143.84
20,8,花椰菜,台北二,54.33,936.64
20,9,花椰菜,台北二,45.61,1409.4
20,10,花椰菜,台北二,35.62,5907.2
20,11,花椰菜,台北二,32.73,9769.85
20,12,花椰菜,台北二,39.55,6987.73
21,1,胡瓜,台北二,22.5,4196.04
21,2,胡瓜,台北二,24.41,4521.29
21,3,胡瓜,台北二,27.34,4759.81
21,4,胡瓜,台北二,20.55,6890.65
21,5,胡瓜,台北二,21.37,7194.33
21,6,胡瓜,台北二,15.42,9142.61
21,7,胡瓜,台北二,15.67,9680.44
21,8,胡瓜,台北二,24.7,6774.39
21,9,胡瓜,台北二,33.07,4021.54
21,10,胡瓜,台北二,19.14,6931.28
21,11,胡瓜,台北二,15.95,6363.96
21,12,胡瓜,台北二,27.45,4010.46
22,1,花胡瓜,台北二,30.53,4530.21
22,2,花胡瓜,台北二,32.56,6112.22
22,3,花胡瓜,台北二,39.94,7575.18
22,4,花胡瓜,台北二,25.69,6202.56
22,5,花胡瓜,台北二,29.32,6139.24
22,6,花胡瓜,台北二,25.59,6097.37
22,7,花胡瓜,台北二,34.07,8394.58
22,8,花胡瓜,台北二,49.07,4954.05
22,9,花胡瓜,台北二,47.95,4775.29
22,10,花胡瓜,台北二,34.89,5047.91
22,11,花胡瓜,台北二,38.45,3948.67
22,12,花胡瓜,台北二,41.6,3971.07
23,1,冬瓜,台北二,7.35,1359.31
23,2,冬瓜,台北二,8.14,1051.52
23,3,冬瓜,台北二,10.41,2546.44
23,4,冬瓜,台北二,8.26,4936.52
23,5,冬瓜,台北二,8.01,5347.61
23,6,冬瓜,台北二,15.74,2630.65
23,7,冬瓜,台北二,16.72,1542.25
23,8,冬瓜,台北二,16.61,3374.09
23,9,冬瓜,台北二,12.97,3250.8
23,10,冬瓜,台北二,10.33,2649.59
23,11,冬瓜,台北二,7.88,2122.72
23,12,冬瓜,台北二,10.3,1720.62
24,1,絲瓜,台北二,30.66,2574.87
24,2,絲瓜,台北二,24.27,3315.92
24,3,絲瓜,台北二,37.89,2730.77
24,4,絲瓜,台北二,30.75,5423.1
24,5,絲瓜,台北二,36.34,3843.43
24,6,絲瓜,台北二,33.94,3511.59
24,7,絲瓜,台北二,25.57,3478.47
24,8,絲瓜,台北二,35.43,3248.84
24,9,絲瓜,台北二,24.92,3944.39
24,10,絲瓜,台北二,22.27,3367.86
24,11,絲瓜,台北二,27.19,2804.99
24,12,絲瓜,台北二,34.19,1512.99
25,1,苦瓜,台北二,24.1,1980.39
25,2,苦瓜,台北二,25.16,1543.25
25,3,苦瓜,台北二,40.28,1738.95
25,4,苦瓜,台北二,28.22,2783.64
25,5,苦瓜,台北二,38.09,1653.36
25,6,苦瓜,台北二,30.07,1865.04
25,7,苦瓜,台北二,37.63,1723.9
25,8,苦瓜,台北二,46.17,1263.97
25,9,苦瓜,台北二,58.45,1127.86
25,10,苦瓜,台北二,42.11,1856.86
25,11,苦瓜,台北二,39.1,1909.02
25,12,苦瓜,台北二,45.44,1569.98
26,1,扁蒲,台北二,13.36,631.2
26,2,扁蒲,台北二,9.72,866.39
26,3,扁蒲,台北二,20.22,1222.02
26,4,扁蒲,台北二,12.62,2392.83
26,5,扁蒲,台北二,15.67,3262.3
26,6,扁蒲,台北二,15.53,3578.34
26,7,扁蒲,台北二,18.99,2317.39
26,8,扁蒲,台北二,19.96,2697.81
26,9,扁蒲,台北二,17.83,3237.81
26,10,扁蒲,台北二,11.47,2865.81
26,11,扁蒲,台北二,10.58,1901.09
26,12,扁蒲,台北二,17.32,525.29
27,1,茄子,台北二,19.42,1788.03
27,2,茄子,台北二,13.45,1834.28
27,3,茄子,台北二,23.65,1837.81
27,4,茄子,台北二,18.56,2248.98
27,5,茄子,台北二,23.07,1952.28
27,6,茄子,台北二,24.72,1894.94
27,7,茄子,台北二,26.94,2553.21
27,8,茄子,台北二,35.55,2557.42
27,9,茄子,台北二,51.31,1976.59
27,10,茄子,台北二,30.04,1647.55
27,11,茄子,台北二,24.01,1686.99
27,12,茄子,台北二,25.3,1562.04
28,1,蕃茄,台北二,15.36,7005.46
28,2,蕃茄,台北二,15.39,6851.27
28,3,蕃茄,台北二,28.51,4779.48
28,4,蕃茄,台北二,32.99,4949.41
28,5,蕃茄,台北二,51.28,4434.11
28,6,蕃茄,台北二,59.01,3994.12
28,7,蕃茄,台北二,100.55,2015.46
28,8,蕃茄,台北二,58.68,3625.18
28,9,蕃茄,台北二,47.58,4209.04
28,10,蕃茄,台北二,57.97,4097.68
28,11,蕃茄,台北二,35.75,6936.88
28,12,蕃茄,台北二,24.7,6824.16
29,1,甜椒,台北二,26.45,1752.57
29,2,甜椒,台北二,33.78,1588.5
29,3,甜椒,台北二,39.34,1234.99
29,4,甜椒,台北二,36.25,1230.72
29,5,甜椒,台北二,45.68,1042.22
29,6,甜椒,台北二,46.5,877.53
29,7,甜椒,台北二,78.11,728.41
29,8,甜椒,台北二,66.91,1354.89
29,9,甜椒,台北二,73.19,979.01
29,10,甜椒,台北二,73.43,1013.45
29,11,甜椒,台北二,48.35,1272.58
29,12,甜椒,台北二,42.12,1406.58
30,1,豌豆,台北二,60.23,979.63
30,2,豌豆,台北二,68.8,940.38
30,3,豌豆,台北二,94.69,326.29
30,4,豌豆,台北二,83.33,380.93
30,5,豌豆,台北二,118.09,198.54
30,6,豌豆,台北二,123.85,208.45
30,7,豌豆,台北二,121.69,194.31
30,8,豌豆,台北二,128.55,235.73
30,9,豌豆,台北二,126.81,271.79
30,10,豌豆,台北二,128.28,198.57
30,11,豌豆,台北二,69.45,701.03
30,12,豌豆,台北二,58.95,1019.64
31,1,菜豆,台北二,59.67,245.56
31,2,菜豆,台北二,69.91,238.83
31,3,菜豆,台北二,69.34,346.52
31,4,菜豆,台北二,41.01,1309.68
31,5,菜豆,台北二,33.03,1188.93
31,6,菜豆,台北二,31.37,1727.38
31,7,菜豆,台北二,35.88,1212.69
31,8,菜豆,台北二,39.62,905.43
31,9,菜豆,台北二,51.66,834.15
31,10,菜豆,台北二,40.84,576.31
31,11,菜豆,台北二,38.48,380.05
31,12,菜豆,台北二,50.73,336.21
32,1,敏豆,台北二,37.94,1443.38
32,2,敏豆,台北二,39.53,1649.07
32,3,敏豆,台北二,46.89,1332.8
32,4,敏豆,台北二,53.62,1590.37
32,5,敏豆,台北二,59.52,1392.55
32,6,敏豆,台北二,70.46,987.62
32,7,敏豆,台北二,67.67,949.59
32,8,敏豆,台北二,63.86,904.92
32,9,敏豆,台北二,78.09,887.37
32,10,敏豆,台北二,52.29,1492.33
32,11,敏豆,台北二,33.42,2303.38
32,12,敏豆,台北二,37.25,2054.57
33,1,萊豆,台北二,68.27,606.52
33,2,萊豆,台北二,48.93,549.27
33,3,萊豆,台北二,44.86,607.46
33,4,萊豆,台北二,55.37,249.58
33,5,萊豆,台北二,48.99,150.75
33,6,萊豆,台北二,85.0,25.0
33,7,萊豆,台北二,68.59,50.0
33,8,萊豆,台北二,67.35,85.68
33,9,萊豆,台北二,78.62,47.36
33,10,萊豆,台北二,93.42,107.21
33,11,萊豆,台北二,94.38,163.28
33,12,萊豆,台北二,89.98,355.38
34,1,毛豆,台北二,89.05,169.69
34,2,毛豆,台北二,95.38,108.47
34,3,毛豆,台北二,97.66,108.3
34,4,毛豆,台北二,84.19,239.15
34,5,毛豆,台北二,89.24,210.3
34,6,毛豆,台北二,93.05,129.98
34,7,毛豆,台北二,120.78,39.62
34,8,毛豆,台北二,116.46,32.23
34,9,毛豆,台北二,129.55,29.34
34,10,毛豆,台北二,137.23,43.24
34,11,毛豆,台北二,114.46,136.83
34,12,毛豆,台北二,96.9,278.1
35,1,青花苔,台北二,56.89,5199.83
35,2,青花苔,台北二,51.93,6281.67
35,3,青花苔,台北二,68.9,4494.4
35,4,青花苔,台北二,71.89,1991.91
35,5,青花苔,台北二,89.21,1628.65
35,6,青花苔,台北二,71.54,4581.88
35,7,青花苔,台北二,85.83,4269.18
35,8,青花苔,台北二,77.58,5406.91
35,9,青花苔,台北二,64.69,6577.62
35,10,青花苔,台北二,42.16,3925.28
35,11,青花苔,台北二,46.07,6015.58
35,12,青花苔,台北二,49.03,7687.87
36,1,南瓜,台北二,23.46,1285.88
36,2,南瓜,台北二,22.07,1151.28
36,3,南瓜,台北二,32.58,1171.38
36,4,南瓜,台北二,34.74,1295.03
36,5,南瓜,台北二,41.03,1271.45
36,6,南瓜,台北二,37.88,953.48
36,7,南瓜,台北二,34.1,829.08
36,8,南瓜,台北二,39.64,807.11
36,9,南瓜,台北二,52.2,882.84
36,10,南瓜,台北二,37.75,1261.54
36,11,南瓜,台北二,32.35,1357.43
36,12,南瓜,台北二,31.69,1084.55
37,1,隼人瓜,台北二,30.12,934.65
37,2,隼人瓜,台北二,26.88,1166.16
37,3,隼人瓜,台北二,37.25,1255.91
37,4,隼人瓜,台北二,25.32,2351.87
37,5,隼人瓜,台北二,28.8,2293.19
37,6,隼人瓜,台北二,31.25,2113.09
37,7,隼人瓜,台北二,40.49,1628.57
37,8,隼人瓜,台北二,49.7,1490.02
37,9,隼人瓜,台北二,55.29,1082.27
37,10,隼人瓜,台北二,39.64,1311.8
37,11,隼人瓜,台北二,33.61,1243.37
37,12,隼人瓜,台北二,37.29,1027.08
38,1,石蓮花,台北二,22.5,14.55
38,2,石蓮花,台北二,21.03,21.5
38,3,石蓮花,台北二,23.75,17.27
38,4,石蓮花,台北二,23.54,20.0
38,5,石蓮花,台北二,24.1,24.23
38,6,石蓮花,台北二,24.53,22.17
38,7,石蓮花,台北二,30.77,17.5
38,8,石蓮花,台北二,30.52,16.36
38,9,石蓮花,台北二,46.83,11.6
38,10,石蓮花,台北二,49.78,14.62
38,11,石蓮花,台北二,26.27,12.24
38,12,石蓮花,台北二,22.14,13.8
39,1,辣椒,台北二,33.16,540.02
39,2,辣椒,台北二,29.48,496.25
39,3,辣椒,台北二,50.17,396.03
39,4,辣椒,台北二,49.03,420.03
39,5,辣椒,台北二,48.06,383.97
39,6,辣椒,台北二,54.06,392.89
39,7,辣椒,台北二,73.5,368.23
39,8,辣椒,台北二,75.68,409.03
39,9,辣椒,台北二,83.38,286.8
39,10,辣椒,台北二,83.79,309.79
39,11,辣椒,台北二,53.52,426.59
39,12,辣椒,台北二,42.01,466.19
40,1,洛神花,台北二,15.62,35.62
40,4,洛神花,台北二,50.0,2.0
40,9,洛神花,台北二,32.06,33.0
40,10,洛神花,台北二,31.82,378.89
40,11,洛神花,台北二,22.71,590.11
40,12,洛神花,台北二,23.29,83.84
41,1,虎豆,台北二,40.58,305.96
41,2,虎豆,台北二,34.9,159.5
41,3,虎豆,台北二,52.64,81.89
41,4,虎豆,台北二,42.06,80.09
41,5,虎豆,台北二,35.85,30.55
41,10,虎豆,台北二,35.0,15.0
41,11,虎豆,台北二,76.06,64.0
41,12,虎豆,台北二,50.96,160.0
42,1,玉米,台北二,32.61,1638.54
42,2,玉米,台北二,40.54,1444.34
42,3,玉米,台北二,36.69,1252.9
42,4,玉米,台北二,31.59,1829.99
42,5,玉米,台北二,35.55,1740.81
42,6,玉米,台北二,28.43,1571.43
42,7,玉米,台北二,32.17,1055.93
42,8,玉米,台北二,42.09,870.32
42,9,玉米,台北二,41.42,1425.41
42,10,玉米,台北二,43.55,988.96
42,11,玉米,台北二,43.3,2380.86
42,12,玉米,台北二,31.84,2729.41
43,1,落花生,台北二,72.04,147.88
43,2,落花生,台北二,85.23,71.62
43,3,落花生,台北二,85.33,56.79
43,4,落花生,台北二,78.44,108.76
43,5,落花生,台北二,63.87,314.69
43,6,落花生,台北二,60.79,222.33
43,7,落花生,台北二,70.55,105.48
43,8,落花生,台北二,78.82,64.15
43,9,落花生,台北二,78.3,54.19
43,10,落花生,台北二,69.67,164.27
43,11,落花生,台北二,65.61,260.88
43,12,落花生,台北二,68.36,181.98
44,1,蛋黃果,台北二,12.59,286.05
44,2,蛋黃果,台北二,14.49,760.82
44,3,蛋黃果,台北二,15.85,562.09
44,4,蛋黃果,台北二,15.7,255.8
44,5,蛋黃果,台北二,3.0,31.0
44,7,蛋黃果,台北二,27.0,17.0
44,8,蛋黃果,台北二,11.33,39.67
44,9,蛋黃果,台北二,19.9,68.5
44,10,蛋黃果,台北二,15.39,75.57
44,11,蛋黃果,台北二,10.49,44.17
44,12,蛋黃果,台北二,16.39,186.2
45,1,黃金果,台北二,92.42,116.12
45,2,黃金果,台北二,81.37,291.37
45,3,黃金果,台北二,108.96,88.75
45,4,黃金果,台北二,125.72,243.22
45,5,黃金果,台北二,133.62,73.96
45,6,黃金果,台北二,98.26,411.24
45,7,黃金果,台北二,80.64,459.3
45,8,黃金果,台北二,68.12,488.65
45,9,黃金果,台北二,96.69,172.52
45,10,黃金果,台北二,102.64,266.61
45,11,黃金果,台北二,107.69,188.04
45,12,黃金果,台北二,120.57,78.17
46,1,酪梨,台北二,152.94,166.87
46,2,酪梨,台北二,189.81,73.85
46,3,酪梨,台北二,194.57,69.27
46,4,酪梨,台北二,199.53,121.56
46,5,酪梨,台北二,119.11,564.06
46,6,酪梨,台北二,85.81,2150.76
46,7,酪梨,台北二,63.85,4915.97
46,8,酪梨,台北二,92.75,4161.72
46,9,酪梨,台北二,92.61,2058.31
46,10,酪梨,台北二,86.06,1884.17
46,11,酪梨,台北二,81.19,1377.76
46,12,酪梨,台北二,92.73,696.03
47,1,奇異果,台北二,56.61,2478.89
47,2,奇異果,台北二,70.56,1894.12
47,3,奇異果,台北二,63.09,1679.78
47,4,奇異果,台北二,79.04,4092.52
47,5,奇異果,台北二,73.57,4919.88
47,6,奇異果,台北二,67.0,4089.61
47,7,奇異果,台北二,74.32,3599.11
47,8,奇異果,台北二,69.51,5410.46
47,9,奇異果,台北二,66.8,4480.42
47,10,奇異果,台北二,67.66,3583.5
47,11,奇異果,台北二,60.24,2864.3
47,12,奇異果,台北二,58.41,2446.42
48,1,橄欖,台北二,16.01,78.19
48,2,橄欖,台北二,7.0,38.0
48,3,橄欖,台北二,9.0,23.0
48,7,橄欖,台北二,12.0,40.0
48,8,橄欖,台北二,23.5,42.67
48,9,橄欖,台北二,16.93,48.75
48,10,橄欖,台北二,13.95,59.17
48,11,橄欖,台北二,8.38,67.5
48,12,橄欖,台北二,22.92,56.12
49,1,波羅蜜,台北二,22.4,98.05
49,2,波羅蜜,台北二,18.44,74.96
49,3,波羅蜜,台北二,17.81,164.59
49,4,波羅蜜,台北二,21.09,552.04
49,5,波羅蜜,台北二,19.77,707.31
49,6,波羅蜜,台北二,19.54,268.86
49,7,波羅蜜,台北二,21.5,83.68
49,8,波羅蜜,台北二,18.64,19.2
49,9,波羅蜜,台北二,13.16,24.2
49,10,波羅蜜,台北二,14.33,13.67
49,12,波羅蜜,台北二,11.67,15.67
50,1,葡萄柚,台北二,10.93,793.19
50,2,葡萄柚,台北二,17.81,705.35
50,3,葡萄柚,台北二,18.64,807.32
50,4,葡萄柚,台北二,23.56,581.58
50,5,葡萄柚,台北二,32.05,619.6
50,6,葡萄柚,台北二,29.38,697.51
50,7,葡萄柚,台北二,30.38,553.64
50,8,葡萄柚,台北二,22.37,529.37
50,9,葡萄柚,台北二,21.44,535.71
50,10,葡萄柚,台北二,22.52,420.18
50,11,葡萄柚,台北二,18.23,534.12
50,12,葡萄柚,台北二,19.9,583.11
51,1,木瓜,台北二,34.87,3799.19
51,2,木瓜,台北二,33.68,5863.62
51,3,木瓜,台北二,35.6,4342.59
51,4,木瓜,台北二,40.01,6324.59
51,5,木瓜,台北二,34.21,6531.68
51,6,木瓜,台北二,38.42,4962.98
51,7,木瓜,台北二,37.32,4279.87
51,8,木瓜,台北二,41.22,6159.84
51,9,木瓜,台北二,36.71,6658.65
51,10,木瓜,台北二,37.82,8619.8
51,11,木瓜,台北二,44.34,5910.67
51,12,木瓜,台北二,39.18,5096.51
52,1,龍眼,台北二,138.31,96.71
52,2,龍眼,台北二,154.56,30.18
52,3,龍眼,台北二,111.11,24.59
52,4,龍眼,台北二,181.67,28.0
52,5,龍眼,台北二,130.0,14.0
52,6,龍眼,台北二,120.54,298.8
52,7,龍眼,台北二,102.73,2446.96
52,8,龍眼,台北二,132.58,2806.79
52,9,龍眼,台北二,124.93,258.28
52,10,龍眼,台北二,161.7,116.36
52,12,龍眼,台北二,193.44,31.25
53,1,甘藍,台北二,17.93,15418.5
53,2,甘藍,台北二,20.7,13110.55
53,3,甘藍,台北二,20.17,12119.91
53,4,甘藍,台北二,27.64,9062.19
53,5,甘藍,台北二,28.17,9359.75
53,6,甘藍,台北二,28.22,11329.77
53,7,甘藍,台北二,30.33,12169.99
53,8,甘藍,台北二,28.67,14357.4
53,9,甘藍,台北二,29.97,13668.56
53,10,甘藍,台北二,19.9,13795.52
53,11,甘藍,台北二,17.62,16058.05
53,12,甘藍,台北二,21.8,17214.43
54,1,小白菜,台北二,17.79,2397.94
54,2,小白菜,台北二,20.12,2512.12
54,3,小白菜,台北二,33.76,2091.04
54,4,小白菜,台北二,20.12,3540.56
54,5,小白菜,台北二,29.7,3735.48
54,6,小白菜,台北二,30.04,2872.18
54,7,小白菜,台北二,32.13,3546.54
54,8,小白菜,台北二,41.06,3458.6
54,9,小白菜,台北二,38.21,2952.81
54,10,小白菜,台北二,17.93,3734.98
54,11,小白菜,台北二,19.92,2581.49
54,12,小白菜,台北二,24.67,2341.84
55,1,包心白菜,台北二,17.2,7279.76
55,2,包心白菜,台北二,23.01,7822.17
55,3,包心白菜,台北二,18.84,5985.15
55,4,包心白菜,台北二,17.26,7725.93
55,5,包心白菜,台北二,15.6,6841.93
55,6,包心白菜,台北二,16.15,5470.9
55,7,包心白菜,台北二,18.81,4809.08
55,8,包心白菜,台北二,29.26,3727.95
55,9,包心白菜,台北二,26.59,4575.92
55,10,包心白菜,台北二,23.05,8972.22
55,11,包心白菜,台北二,13.38,8853.52
55,12,包心白菜,台北二,25.61,6862.23
56,1,包心白,台北二,15.5,2374.96
56,2,包心白,台北二,14.66,3021.67
56,3,包心白,台北二,14.81,3690.07
56,4,包心白,台北二,13.9,6494.96
56,5,包心白,台北二,16.89,6859.92
56,6,包心白,台北二,19.11,6190.82
56,7,包心白,台北二,21.73,7610.63
56,8,包心白,台北二,13.83,14074.58
56,9,包心白,台北二,24.69,6272.04
56,10,包心白,台北二,24.4,4410.11
56,11,包心白,台北二,22.31,1860.7
56,12,包心白,台北二,25.02,4940.25
57,1,青江白菜,台北二,15.66,6041.56
